2460676.500000000, A.D. 2025-Jan-01 00:00:00.0000,  3.256710394679944E+08, -2.956554471928182E+08, -6.935333486552039E+07,  1.118325450899037E+01,  1.214549418400338E+01, -1.675974488812551E+00,
2460686.500000000, A.D. 2025-Jan-11 00:00:00.0000,  3.351489832316266E+08, -2.849980147670719E+08, -7.076222484571435E+07,  1.075452916340351E+01,  1.252205439328963E+01, -1.585071449438491E+00,
2460696.500000000, A.D. 2025-Jan-21 00:00:00.0000,  3.442516413499449E+08, -2.740215807274097E+08, -7.209187810537218E+07,  1.031460757991676E+01,  1.288388042556135E+01, -1.492570397696250E+00,
2460706.500000000, A.D. 2025-Jan-31 00:00:00.0000,  3.529695212342326E+08, -2.627389867629257E+08, -7.334095084284520E+07,  9.863908563508128E+00,  1.323071582792475E+01, -1.398556665420839E+00,
2460716.500000000, A.D. 2025-Feb-10 00:00:00.0000,  3.612934919206400E+08, -2.511632929030914E+08, -7.450817289172015E+07,  9.402850416665734E+00,  1.356231139759705E+01, -1.303115391429127E+00,
2460726.500000000, A.D. 2025-Feb-20 00:00:00.0000,  3.692147837668480E+08, -2.393077719422483E+08, -7.559234761752068E+07,  8.931851416929216E+00,  1.387842348203573E+01, -1.206331693326637E+00,
2460736.500000000, A.D. 2025-Mar-02 00:00:00.0000,  3.767249894776669E+08, -2.271859054560027E+08, -7.659235205752032E+07,  8.451333014182673E+00,  1.417881252036992E+01, -1.108291070435445E+00,
2460746.500000000, A.D. 2025-Mar-12 00:00:00.0000,  3.838160689893194E+08, -2.148113781059346E+08, -7.750713726768340E+07,  7.961723120128819E+00,  1.446325012562315E+01, -1.009079120976168E+00,
2460756.500000000, A.D. 2025-Mar-22 00:00:00.0000,  3.904803497768821E+08, -2.021980653763399E+08, -7.833572771116474E+07,  7.463442161938715E+00,  1.473152021812285E+01, -9.087801718484645E-01,
2460766.500000000, A.D. 2025-Apr-01 00:00:00.0000,  3.967105199452820E+08, -1.893600308447183E+08, -7.907722076819676E+07,  6.956907676188268E+00,  1.498340269231355E+01, -8.074790425090379E-01,
2460776.500000000, A.D. 2025-Apr-11 00:00:00.0000,  4.024996315350556E+08, -1.763115279753764E+08, -7.973078756189993E+07,  6.442544480751241E+00,  1.521867964133180E+01, -7.052614836823095E-01,
2460786.500000000, A.D. 2025-Apr-21 00:00:00.0000,  4.078411057433944E+08, -1.630669958971981E+08, -8.029567348424675E+07,  5.920781865081731E+00,  1.543713914631704E+01, -6.022136329058254E-01,
2460796.500000000, A.D. 2025-May-01 00:00:00.0000,  4.127287361429875E+08, -1.496410545468132E+08, -8.077119850986412E+07,  5.392052512325239E+00,  1.563857443442212E+01, -4.984220154454322E-01,
2460806.500000000, A.D. 2025-May-11 00:00:00.0000,  4.171566916849587E+08, -1.360485005889428E+08, -8.115675758350706E+07,  4.856792747898913E+00,  1.582278304458611E+01, -3.939736735465624E-01,
2460816.500000000, A.D. 2025-May-21 00:00:00.0000,  4.211195201707042E+08, -1.223043041494408E+08, -8.145182115288763E+07,  4.315443530307341E+00,  1.598956565326107E+01, -2.889563979312797E-01,
2460826.500000000, A.D. 2025-May-31 00:00:00.0000,  4.246121537458767E+08, -1.084236064614569E+08, -8.165593600215557E+07,  3.768454675410022E+00,  1.613872607056129E+01, -1.834591643754653E-01,
2460836.500000000, A.D. 2025-Jun-10 00:00:00.0000,  4.276299180335494E+08, -9.442171364160848E+07, -8.176872614668781E+07,  3.216285450658082E+00,  1.627008083238493E+01, -7.757145749958649E-02,
2460846.500000000, A.D. 2025-Jun-20 00:00:00.0000,  4.301685337960560E+08, -8.031408510523221E+07, -8.178989265387242E+07,  2.659390107910353E+00,  1.638345502234201E+01,  2.861765355809442E-02,
2460856.500000000, A.D. 2025-Jun-30 00:00:00.0000,  4.322241151629077E+08, -6.611633335182872E+07, -8.171921413279384E+07,  2.098227873016299E+00,  1.647866974542201E+01,  1.350175111511662E-01,
2460866.500000000, A.D. 2025-Jul-10 00:00:00.0000,  4.337931781287191E+08, -5.184422398708820E+07, -8.155654823995735E+07,  1.533269255463098E+00,  1.655555067126450E+01,  2.415359262224470E-01,
2460876.500000000, A.D. 2025-Jul-20 00:00:00.0000,  4.348726488473971E+08, -3.751367017124159E+07, -8.130183276334180E+07,  9.649928609338470E-01,  1.661393049187424E+01,  3.480796125849963E-01,
2460886.500000000, A.D. 2025-Jul-30 00:00:00.0000,  4.354598701350961E+08, -2.314072681262296E+07, -8.095508657096665E+07,  3.938845694962513E-01,  1.665364830414318E+01,  4.545541550545114E-01,
2460896.500000000, A.D. 2025-Aug-09 00:00:00.0000,  4.355526077992300E+08, -8.741585255964454E+06, -8.051641063457192E+07, -1.795622830379226E-01,  1.667454907766565E+01,  5.608638876192220E-01,
2460906.500000000, A.D. 2025-Aug-19 00:00:00.0000,  4.351490574616210E+08,  5.667431399431102E+06, -7.998598920734744E+07, -7.548456606247387E-01,  1.667648264992928E+01,  6.669116264292532E-01,
2460916.500000000, A.D. 2025-Aug-29 00:00:00.0000,  4.342478539272277E+08,  2.006987261289848E+07, -7.936409132863957E+07, -1.331449944105609E+00,  1.665930528984362E+01,  7.725982753151941E-01,
2460926.500000000, A.D. 2025-Sep-08 00:00:00.0000,  4.328480831077825E+08,  3.444917042531258E+07, -7.865107215957646E+07, -1.908849212474905E+00,  1.662289020910877E+01,  8.778239139439794E-01,
2460936.500000000, A.D. 2025-Sep-18 00:00:00.0000,  4.309492842609908E+08,  4.878865198345661E+07, -7.784737328804725E+07, -2.486519563002556E+00,  1.656711773671584E+01,  9.824880529224131E-01,
